filename,width,height,class,xmin,ymin,xmax,ymax
1238.jpg,1920,1080,Ceramic/Porcelain Insulator,941,92,985,160
1238.jpg,1920,1080,Ceramic/Porcelain Insulator,887,199,934,277
74.jpg,1920,1080,Ceramic/Porcelain Insulator,666,159,719,239
74.jpg,1920,1080,Ceramic/Porcelain Insulator,795,124,850,212
74.jpg,1920,1080,Ceramic/Porcelain Insulator,1190,43,1249,136
74.jpg,1920,1080,Polymer Arrester,1066,112,1118,184
553.jpg,1920,1080,Polymer Arrester,581,172,1403,981
553.jpg,1920,1080,Ceramic/Porcelain Insulator,1509,1,1920,536
763_DJI_0625.jpg,1920,1080,Vertical Disconnect Switch,855,355,1019,441
763_DJI_0625.jpg,1920,1080,Vertical Disconnect Switch,858,563,1023,651
763_DJI_0625.jpg,1920,1080,Vertical Disconnect Switch,866,768,1030,855
763_DJI_0625.jpg,1920,1080,Dead-end Polymer Insulator,1025,324,1199,368
763_DJI_0625.jpg,1920,1080,Dead-end Polymer Insulator,1033,536,1205,581
763_DJI_0625.jpg,1920,1080,Dead-end Polymer Insulator,1029,739,1201,783
763_DJI_0625.jpg,1920,1080,Dead-end Polymer Insulator,683,331,850,373
763_DJI_0625.jpg,1920,1080,Dead-end Polymer Insulator,702,536,859,581
763_DJI_0625.jpg,1920,1080,Dead-end Polymer Insulator,710,740,867,785
763_DJI_0625.jpg,1920,1080,Polymer Arrester,810,385,870,427
763_DJI_0625.jpg,1920,1080,Polymer Arrester,1017,379,1079,429
763_DJI_0625.jpg,1920,1080,Polymer Arrester,823,581,874,620
763_DJI_0625.jpg,1920,1080,Polymer Arrester,1025,575,1089,629
763_DJI_0625.jpg,1920,1080,Polymer Arrester,823,776,881,829
763_DJI_0625.jpg,1920,1080,Polymer Arrester,1033,779,1094,828
232.jpg,1920,1080,Ceramic/Porcelain Insulator,653,327,754,496
232.jpg,1920,1080,Ceramic/Porcelain Insulator,971,289,1061,452
232.jpg,1920,1080,Ceramic/Porcelain Insulator,1327,249,1414,391
232.jpg,1920,1080,Ceramic/Porcelain Insulator,1542,227,1630,369
232.jpg,1920,1080,Dead-end Ceramic Insulator,717,495,926,723
232.jpg,1920,1080,Dead-end Ceramic Insulator,1023,443,1135,565
232.jpg,1920,1080,Dead-end Ceramic Insulator,1357,396,1623,557
232.jpg,1920,1080,Dead-end Ceramic Insulator,1585,371,1839,493
232.jpg,1920,1080,Polymer Arrester,807,516,882,608
232.jpg,1920,1080,Polymer Arrester,1449,385,1505,455
232.jpg,1920,1080,Polymer Arrester,1545,371,1626,472
357.jpg,1920,1080,Ceramic/Porcelain Insulator,857,152,911,239
357.jpg,1920,1080,Ceramic/Porcelain Insulator,955,415,1019,509
357.jpg,1920,1080,Ceramic/Porcelain Insulator,1011,559,1077,661
357.jpg,1920,1080,Polymer Arrester,809,248,871,304
357.jpg,1920,1080,Polymer Arrester,897,512,954,583
357.jpg,1920,1080,Polymer Arrester,927,605,982,677
626.jpg,1920,1080,Dead-end Ceramic Insulator,1013,11,1335,95
626.jpg,1920,1080,Dead-end Ceramic Insulator,999,289,1295,375
1435.jpg,1920,1080,Ceramic/Porcelain Insulator,189,1,929,331
298.jpg,1920,1080,Ceramic/Porcelain Insulator,791,93,857,181
298.jpg,1920,1080,Ceramic/Porcelain Insulator,1066,192,1137,289
298.jpg,1920,1080,Ceramic/Porcelain Insulator,1218,249,1278,344
298.jpg,1920,1080,Vertical Disconnect Switch,802,400,1043,624
126_DJI_0063 (2).jpg,1920,1080,Ceramic/Porcelain Insulator,638,495,733,644
126_DJI_0063 (2).jpg,1920,1080,Ceramic/Porcelain Insulator,802,459,922,632
126_DJI_0063 (2).jpg,1920,1080,Ceramic/Porcelain Insulator,1429,325,1581,549
126_DJI_0063 (2).jpg,1920,1080,Polymer Arrester,586,646,672,753
126_DJI_0063 (2).jpg,1920,1080,Polymer Arrester,689,638,781,745
126_DJI_0063 (2).jpg,1920,1080,Polymer Arrester,1244,546,1358,715
238.jpg,1920,1080,Ceramic/Porcelain Insulator,381,321,494,500
238.jpg,1920,1080,Ceramic/Porcelain Insulator,662,327,775,521
238.jpg,1920,1080,Ceramic/Porcelain Insulator,1130,345,1249,555
238.jpg,1920,1080,Ceramic/Porcelain Insulator,1554,357,1677,589
238.jpg,1920,1080,Polymer Arrester,358,499,465,635
238.jpg,1920,1080,Polymer Arrester,1135,528,1249,703
238.jpg,1920,1080,Polymer Arrester,1413,567,1495,653
238.jpg,1920,1080,Dead-end Ceramic Insulator,563,513,739,623
238.jpg,1920,1080,Dead-end Ceramic Insulator,106,491,378,643
238.jpg,1920,1080,Dead-end Ceramic Insulator,897,559,1147,720
238.jpg,1920,1080,Dead-end Ceramic Insulator,1389,589,1597,753
319.jpg,1920,1080,Ceramic/Porcelain Insulator,197,405,331,596
319.jpg,1920,1080,Ceramic/Porcelain Insulator,581,379,687,555
319.jpg,1920,1080,Ceramic/Porcelain Insulator,1277,324,1374,475
319.jpg,1920,1080,Polymer Arrester,351,543,442,699
319.jpg,1920,1080,Polymer Arrester,558,515,663,671
319.jpg,1920,1080,Polymer Arrester,1353,437,1430,552
2.jpg,1920,1080,Ceramic/Porcelain Insulator,947,355,999,412
2.jpg,1920,1080,Ceramic/Porcelain Insulator,897,439,979,483
2.jpg,1920,1080,Ceramic/Porcelain Arrester,1039,511,1122,560
1116.jpg,1920,1080,Polymer Arrester,1527,151,1835,1080
1116.jpg,1920,1080,Dead-end Polymer Insulator,1,535,1529,922
1116.jpg,1920,1080,Ceramic/Porcelain Insulator,569,1,1527,313
446.jpg,1920,1080,Dead-end Polymer Insulator,98,515,294,731
446.jpg,1920,1080,Dead-end Polymer Insulator,1031,520,1166,777
446.jpg,1920,1080,Polymer Arrester,293,557,394,711
446.jpg,1920,1080,Polymer Arrester,1217,567,1315,741
446.jpg,1920,1080,Polymer Arrester,1842,533,1920,724
446.jpg,1920,1080,Under-mounted Switch,386,569,591,831
446.jpg,1920,1080,Under-mounted Switch,1335,593,1466,847
446.jpg,1920,1080,Under-mounted Switch,1653,575,1811,859
1359.jpg,1920,1080,Ceramic/Porcelain Insulator,1077,188,1117,233
1359.jpg,1920,1080,Ceramic/Porcelain Insulator,1067,273,1111,320
1359.jpg,1920,1080,Ceramic/Porcelain Insulator,1067,352,1103,401
1359.jpg,1920,1080,Polymer Arrester,1178,169,1219,213
1359.jpg,1920,1080,Polymer Arrester,1158,317,1197,361
1359.jpg,1920,1080,Polymer Arrester,1019,292,1059,336
196.jpg,1920,1080,Polymer Arrester,718,32,814,132
196.jpg,1920,1080,Ceramic/Porcelain Insulator,537,1,645,60
196.jpg,1920,1080,Ceramic/Porcelain Insulator,653,1,730,47
394.jpg,1920,1080,Polymer Arrester,765,76,1339,829
268_DJI_0134 (2).jpg,1920,1080,Line Tension Switch,819,277,935,359
268_DJI_0134 (2).jpg,1920,1080,Line Tension Switch,793,317,906,384
268_DJI_0134 (2).jpg,1920,1080,Ceramic/Porcelain Insulator,1246,180,1298,296
268_DJI_0134 (2).jpg,1920,1080,Ceramic/Porcelain Insulator,1063,180,1114,252
268_DJI_0134 (2).jpg,1920,1080,Line Tension Switch,1027,216,1133,315
268_DJI_0134 (2).jpg,1920,1080,Dead-end Polymer Insulator,1127,271,1259,316
268_DJI_0134 (2).jpg,1920,1080,Dead-end Polymer Insulator,937,312,1090,343
268_DJI_0134 (2).jpg,1920,1080,Dead-end Polymer Insulator,919,336,1049,377
268_DJI_0134 (2).jpg,1920,1080,Dead-end Polymer Insulator,1285,295,1417,392
268_DJI_0134 (2).jpg,1920,1080,Dead-end Polymer Insulator,1171,333,1291,413
1165.jpg,1920,1080,Polymer Arrester,859,289,1117,557
175.jpg,1920,1080,Dead-end Ceramic Insulator,837,415,1891,1016
175.jpg,1920,1080,Polymer Arrester,1835,683,1920,1030
1113.jpg,1920,1080,Ceramic/Porcelain Insulator,318,352,1265,849
1113.jpg,1920,1080,Polymer Arrester,1250,695,1534,1080
408.jpg,1920,1080,Ceramic/Porcelain Insulator,895,352,961,464
408.jpg,1920,1080,Ceramic/Porcelain Insulator,1003,505,1098,663
408.jpg,1920,1080,Ceramic/Porcelain Insulator,1107,624,1213,797
408.jpg,1920,1080,Ceramic/Porcelain Insulator,610,895,715,1021
408.jpg,1920,1080,Ceramic/Porcelain Insulator,1038,851,1143,967
408.jpg,1920,1080,Ceramic/Porcelain Insulator,1390,808,1506,901
408.jpg,1920,1080,Ceramic/Porcelain Insulator,1351,675,1423,791
408.jpg,1920,1080,Polymer Arrester,927,675,1038,761
408.jpg,1920,1080,Polymer Arrester,977,747,1082,871
176_DJI_0088 (2).jpg,1920,1080,Mushroom Insulator,714,335,738,356
176_DJI_0088 (2).jpg,1920,1080,Mushroom Insulator,766,324,795,349
176_DJI_0088 (2).jpg,1920,1080,Mushroom Insulator,895,311,921,337
1462_DJI_0599 (2).jpg,1920,1080,Line Tension Switch,133,84,690,605
1462_DJI_0599 (2).jpg,1920,1080,Dead-end Polymer Insulator,1,312,203,537
1462_DJI_0599 (2).jpg,1920,1080,Dead-end Polymer Insulator,1079,152,1729,409
1462_DJI_0599 (2).jpg,1920,1080,Polymer Insulator,765,324,1062,1080
1462_DJI_0599 (2).jpg,1920,1080,Polymer Insulator,1,421,958,1080
1462_DJI_0599 (2).jpg,1920,1080,Line Tension Switch,1694,37,1920,459
391.jpg,1920,1080,Polymer Arrester,654,1,1359,899
242_DJI_0121 (2).jpg,1920,1080,Mushroom Insulator,83,239,261,451
242_DJI_0121 (2).jpg,1920,1080,Mushroom Insulator,1061,469,1203,629
242_DJI_0121 (2).jpg,1920,1080,Mushroom Insulator,1377,537,1510,684
242_DJI_0121 (2).jpg,1920,1080,Polymer Arrester,322,400,509,632
242_DJI_0121 (2).jpg,1920,1080,Polymer Arrester,1263,611,1431,792
242_DJI_0121 (2).jpg,1920,1080,Polymer Arrester,1422,631,1561,801
465.jpg,1920,1080,Ceramic/Porcelain Insulator,661,531,720,631
465.jpg,1920,1080,Ceramic/Porcelain Insulator,937,493,1007,612
465.jpg,1920,1080,Ceramic/Porcelain Insulator,1098,469,1182,619
465.jpg,1920,1080,Polymer Arrester,611,619,678,692
465.jpg,1920,1080,Polymer Arrester,890,605,979,691
465.jpg,1920,1080,Polymer Arrester,991,596,1085,695
454.jpg,1920,1080,Dead-end Polymer Insulator,25,292,155,493
454.jpg,1920,1080,Dead-end Polymer Insulator,707,285,801,479
454.jpg,1920,1080,Dead-end Polymer Insulator,1329,284,1481,469
454.jpg,1920,1080,Polymer Arrester,153,328,234,436
454.jpg,1920,1080,Polymer Arrester,821,319,898,431
454.jpg,1920,1080,Polymer Arrester,1253,288,1333,413
454.jpg,1920,1080,Under-mounted Switch,234,325,361,513
454.jpg,1920,1080,Under-mounted Switch,903,324,998,497
454.jpg,1920,1080,Under-mounted Switch,1125,319,1229,501
590.jpg,1920,1080,Ceramic/Porcelain Insulator,302,57,681,380
109.jpg,1920,1080,Mushroom Insulator,866,196,918,251
109.jpg,1920,1080,Mushroom Insulator,877,323,933,375
109.jpg,1920,1080,Ceramic/Porcelain Arrester,922,259,961,316
109.jpg,1920,1080,Ceramic/Porcelain Arrester,930,305,962,372
449.jpg,1920,1080,Dead-end Polymer Insulator,514,535,621,663
449.jpg,1920,1080,Dead-end Polymer Insulator,1013,543,1079,684
449.jpg,1920,1080,Dead-end Polymer Insulator,1503,547,1603,679
449.jpg,1920,1080,Polymer Arrester,611,561,671,653
449.jpg,1920,1080,Polymer Arrester,1102,569,1165,659
449.jpg,1920,1080,Polymer Arrester,1449,553,1511,653
449.jpg,1920,1080,Under-mounted Switch,665,564,762,715
449.jpg,1920,1080,Under-mounted Switch,1169,577,1245,720
449.jpg,1920,1080,Under-mounted Switch,1353,580,1434,731
1192.jpg,1920,1080,Ceramic/Porcelain Insulator,731,1,1920,815
346_DJI_0173 (2).jpg,1920,1080,Ceramic/Porcelain Insulator,621,472,750,709
346_DJI_0173 (2).jpg,1920,1080,Ceramic/Porcelain Insulator,879,280,977,457
346_DJI_0173 (2).jpg,1920,1080,Ceramic/Porcelain Insulator,953,225,1039,380
346_DJI_0173 (2).jpg,1920,1080,Polymer Arrester,750,680,897,816
346_DJI_0173 (2).jpg,1920,1080,Polymer Arrester,978,441,1087,536
346_DJI_0173 (2).jpg,1920,1080,Polymer Arrester,1011,383,1129,483
453.jpg,1920,1080,Dead-end Polymer Insulator,463,403,535,507
453.jpg,1920,1080,Dead-end Polymer Insulator,821,403,883,511
453.jpg,1920,1080,Dead-end Polymer Insulator,1169,397,1242,504
453.jpg,1920,1080,Polymer Arrester,529,421,577,489
453.jpg,1920,1080,Polymer Arrester,889,419,937,484
453.jpg,1920,1080,Polymer Arrester,1131,400,1178,472
453.jpg,1920,1080,Under-mounted Switch,574,421,647,525
453.jpg,1920,1080,Under-mounted Switch,938,415,998,529
453.jpg,1920,1080,Under-mounted Switch,1059,412,1119,525
1090.jpg,1920,1080,Ceramic/Porcelain Insulator,799,341,1593,855
1421.jpg,1920,1080,Ceramic/Porcelain Insulator,573,337,1555,924
73.jpg,1920,1080,Ceramic/Porcelain Insulator,801,64,850,147
73.jpg,1920,1080,Ceramic/Porcelain Insulator,931,29,981,119
73.jpg,1920,1080,Polymer Arrester,1206,11,1266,83
73.jpg,1920,1080,Ceramic/Porcelain Insulator,1338,1,1403,36
23.jpg,1920,1080,Ceramic/Porcelain Insulator,953,191,1021,249
23.jpg,1920,1080,Ceramic/Porcelain Insulator,947,328,1014,387
144_DJI_0072 (2).jpg,1920,1080,Ceramic/Porcelain Insulator,718,509,782,604
144_DJI_0072 (2).jpg,1920,1080,Ceramic/Porcelain Insulator,817,491,878,592
144_DJI_0072 (2).jpg,1920,1080,Ceramic/Porcelain Insulator,1170,420,1254,555
144_DJI_0072 (2).jpg,1920,1080,Polymer Arrester,694,599,739,672
144_DJI_0072 (2).jpg,1920,1080,Polymer Arrester,1067,547,1135,644
144_DJI_0072 (2).jpg,1920,1080,Polymer Arrester,753,595,801,660
1450_DJI_0593 (2).jpg,1920,1080,Dead-end Polymer Insulator,119,377,310,464
1450_DJI_0593 (2).jpg,1920,1080,Dead-end Polymer Insulator,1077,285,1321,367
1450_DJI_0593 (2).jpg,1920,1080,Dead-end Polymer Insulator,1363,299,1707,413
1450_DJI_0593 (2).jpg,1920,1080,Polymer Insulator,486,351,581,656
1450_DJI_0593 (2).jpg,1920,1080,Polymer Insulator,999,288,1102,669
1450_DJI_0593 (2).jpg,1920,1080,Polymer Insulator,1298,315,1411,689
1450_DJI_0593 (2).jpg,1920,1080,Polymer Insulator,206,417,547,644
1450_DJI_0593 (2).jpg,1920,1080,Line Tension Switch,283,301,473,469
1450_DJI_0593 (2).jpg,1920,1080,Line Tension Switch,767,256,969,401
1450_DJI_0593 (2).jpg,1920,1080,Dead-end Polymer Insulator,590,329,878,423
1450_DJI_0593 (2).jpg,1920,1080,Line Tension Switch,1018,341,1261,443
690.jpg,1920,1080,Ceramic/Porcelain Insulator,919,264,1127,399
690.jpg,1920,1080,Ceramic/Porcelain Insulator,897,623,1099,764
690.jpg,1920,1080,Ceramic/Porcelain Insulator,855,835,1038,1015
1055.jpg,1920,1080,Jiffy Splice,10,520,366,648
10_DJI_0005 (2).jpg,1920,1080,Ceramic/Porcelain Insulator,386,497,541,688
10_DJI_0005 (2).jpg,1920,1080,Ceramic/Porcelain Insulator,965,87,1094,255
10_DJI_0005 (2).jpg,1920,1080,Ceramic/Porcelain Insulator,1179,1,1284,117
240.jpg,1920,1080,Polymer Arrester,834,212,1266,895
240.jpg,1920,1080,Dead-end Ceramic Insulator,1,141,983,1060
624.jpg,1920,1080,Ceramic/Porcelain Insulator,697,16,754,96
624.jpg,1920,1080,Ceramic/Porcelain Insulator,702,168,761,233
118.jpg,1920,1080,Ceramic/Porcelain Insulator,1,332,119,562
118.jpg,1920,1080,Ceramic/Porcelain Insulator,1079,325,1213,544
118.jpg,1920,1080,Ceramic/Porcelain Insulator,1495,339,1613,541
118.jpg,1920,1080,Polymer Arrester,95,554,215,721
118.jpg,1920,1080,Polymer Arrester,1216,544,1329,700
118.jpg,1920,1080,Polymer Arrester,1418,546,1528,690
882.jpg,1920,1080,Ceramic/Porcelain Insulator,787,224,1105,661
1302.jpg,1920,1080,Ceramic/Porcelain Insulator,987,103,1483,389
1302.jpg,1920,1080,Dead-end Polymer Insulator,625,461,1238,875
128.jpg,1920,1080,Ceramic/Porcelain Insulator,221,15,522,543
128.jpg,1920,1080,Ceramic/Porcelain Insulator,587,292,909,868
128.jpg,1920,1080,Polymer Arrester,970,595,1203,969
128.jpg,1920,1080,Polymer Arrester,822,473,1018,802
1348.jpg,1920,1080,Ceramic/Porcelain Insulator,817,100,1495,645
1348.jpg,1920,1080,Dead-end Polymer Insulator,1458,827,1906,1080
277.jpg,1920,1080,Ceramic/Porcelain Insulator,913,1,999,112
277.jpg,1920,1080,Ceramic/Porcelain Insulator,1047,156,1166,276
277.jpg,1920,1080,Ceramic/Porcelain Insulator,946,233,1013,311
277.jpg,1920,1080,Polymer Arrester,1187,292,1263,423
277.jpg,1920,1080,Polymer Arrester,1213,391,1330,487
277.jpg,1920,1080,Ceramic/Porcelain Insulator,1057,671,1174,779
358.jpg,1920,1080,Ceramic/Porcelain Insulator,609,275,646,331
358.jpg,1920,1080,Ceramic/Porcelain Insulator,707,272,749,329
358.jpg,1920,1080,Ceramic/Porcelain Insulator,958,267,998,324
1328.jpg,1920,1080,Ceramic/Porcelain Insulator,833,207,1881,816
176.jpg,1920,1080,Dead-end Ceramic Insulator,890,411,1885,991
176.jpg,1920,1080,Polymer Arrester,1849,657,1920,985
1431.jpg,1920,1080,Ceramic/Porcelain Insulator,651,167,1254,513
579.jpg,1920,1080,Ceramic/Porcelain Insulator,473,352,654,675
579.jpg,1920,1080,Ceramic/Porcelain Insulator,866,143,1137,595
579.jpg,1920,1080,Ceramic/Porcelain Insulator,1147,37,1470,588
579.jpg,1920,1080,Jiffy Splice,1,16,735,136
579.jpg,1920,1080,Polymer Arrester,283,645,525,899
592.jpg,1920,1080,Polymer Arrester,422,216,675,477
592.jpg,1920,1080,Dead-end Ceramic Insulator,881,303,1207,725
447.jpg,1920,1080,Dead-end Polymer Insulator,1,521,191,758
447.jpg,1920,1080,Dead-end Polymer Insulator,942,527,1073,789
447.jpg,1920,1080,Polymer Arrester,182,567,295,731
447.jpg,1920,1080,Polymer Arrester,1121,569,1235,747
447.jpg,1920,1080,Polymer Arrester,1770,544,1886,728
447.jpg,1920,1080,Under-mounted Switch,283,580,490,824
447.jpg,1920,1080,Under-mounted Switch,1245,596,1386,852
447.jpg,1920,1080,Under-mounted Switch,1582,588,1738,852
409.jpg,1920,1080,Ceramic/Porcelain Insulator,914,176,977,269
409.jpg,1920,1080,Ceramic/Porcelain Insulator,1015,483,1083,583
409.jpg,1920,1080,Ceramic/Porcelain Insulator,1087,655,1162,757
409.jpg,1920,1080,Ceramic/Porcelain Insulator,725,704,818,808
409.jpg,1920,1080,Ceramic/Porcelain Insulator,1286,465,1353,547
409.jpg,1920,1080,Ceramic/Porcelain Insulator,1313,579,1395,667
409.jpg,1920,1080,Polymer Arrester,958,607,1045,667
409.jpg,1920,1080,Polymer Arrester,995,707,1077,771
409.jpg,1920,1080,Polymer Arrester,870,271,939,333
409.jpg,1920,1080,Compression/Crimped Splice,1543,409,1693,451
409.jpg,1920,1080,Compression/Crimped Splice,1261,159,1391,188
409.jpg,1920,1080,Compression/Crimped Splice,1487,585,1654,631
16_DJI_0008 (2).jpg,1920,1080,Ceramic/Porcelain Insulator,726,379,977,785
185.jpg,1920,1080,Polymer Arrester,903,141,1161,475
185.jpg,1920,1080,Ceramic/Porcelain Insulator,1301,1,1552,208
1021.jpg,1920,1080,Ceramic/Porcelain Insulator,1004,71,1057,104
1021.jpg,1920,1080,Dead-end Polymer Insulator,992,33,1060,71
472.jpg,1920,1080,Polymer Arrester,237,25,955,803
1172.jpg,1920,1080,Polymer Arrester,822,1,1155,317
1495.jpg,1920,1080,Ceramic/Porcelain Insulator,799,32,991,135
1495.jpg,1920,1080,Ceramic/Porcelain Insulator,802,437,994,537
1495.jpg,1920,1080,Ceramic/Porcelain Insulator,802,812,987,908
1495.jpg,1920,1080,Polymer Arrester,1086,69,1203,279
1495.jpg,1920,1080,Polymer Arrester,885,679,959,825
1495.jpg,1920,1080,Polymer Arrester,1133,893,1251,1056
1495.jpg,1920,1080,Dead-end Ceramic Insulator,1046,852,1389,943
1495.jpg,1920,1080,Dead-end Ceramic Insulator,563,904,990,1055
1316.jpg,1920,1080,Ceramic/Porcelain Insulator,1,244,1325,861
566.jpg,1920,1080,Ceramic/Porcelain Insulator,587,424,673,540
566.jpg,1920,1080,Ceramic/Porcelain Insulator,775,336,851,444
566.jpg,1920,1080,Ceramic/Porcelain Insulator,1141,155,1209,253
566.jpg,1920,1080,Polymer Arrester,694,527,763,591
566.jpg,1920,1080,Polymer Arrester,781,472,855,547
566.jpg,1920,1080,Polymer Arrester,1142,276,1209,335
566.jpg,1920,1080,Jiffy Splice,941,740,1074,857
1126.jpg,1920,1080,Ceramic/Porcelain Insulator,959,340,1874,779
1126.jpg,1920,1080,Dead-end Polymer Insulator,839,972,1862,1080
486.jpg,1920,1080,Ceramic/Porcelain Insulator,723,293,777,379
486.jpg,1920,1080,Ceramic/Porcelain Insulator,1021,520,1077,613
486.jpg,1920,1080,Ceramic/Porcelain Insulator,1167,633,1223,732
486.jpg,1920,1080,Polymer Arrester,694,399,757,453
486.jpg,1920,1080,Polymer Arrester,995,644,1069,704
486.jpg,1920,1080,Polymer Arrester,1085,711,1149,769
1222.jpg,1920,1080,Ceramic/Porcelain Insulator,431,1,979,911
1196.jpg,1920,1080,Ceramic/Porcelain Insulator,474,161,1130,551
1196.jpg,1920,1080,Dead-end Ceramic Insulator,1,779,1069,1036
1430_DJI_0583 (2).jpg,1920,1080,Vertical Disconnect Switch,982,713,1341,984
1430_DJI_0583 (2).jpg,1920,1080,Dead-end Polymer Insulator,753,423,891,469
1430_DJI_0583 (2).jpg,1920,1080,Dead-end Polymer Insulator,1153,393,1286,436
1430_DJI_0583 (2).jpg,1920,1080,Dead-end Polymer Insulator,1095,415,1273,459
1430_DJI_0583 (2).jpg,1920,1080,Line Tension Switch,890,416,1065,459
1430_DJI_0583 (2).jpg,1920,1080,Polymer Insulator,1003,449,1105,545
1430_DJI_0583 (2).jpg,1920,1080,Polymer Insulator,1107,408,1151,547
1430_DJI_0583 (2).jpg,1920,1080,Polymer Insulator,1146,416,1189,549
195.jpg,1920,1080,Polymer Arrester,762,1,854,95
1162.jpg,1920,1080,Polymer Arrester,1017,231,1295,496
762_DJI_0624.jpg,1920,1080,Vertical Disconnect Switch,779,161,1035,285
762_DJI_0624.jpg,1920,1080,Vertical Disconnect Switch,789,493,1042,619
762_DJI_0624.jpg,1920,1080,Vertical Disconnect Switch,798,821,1051,955
762_DJI_0624.jpg,1920,1080,Dead-end Polymer Insulator,495,125,769,203
762_DJI_0624.jpg,1920,1080,Dead-end Polymer Insulator,1049,119,1322,183
762_DJI_0624.jpg,1920,1080,Dead-end Polymer Insulator,529,455,786,523
762_DJI_0624.jpg,1920,1080,Dead-end Polymer Insulator,1059,441,1327,517
762_DJI_0624.jpg,1920,1080,Dead-end Polymer Insulator,541,781,795,839
762_DJI_0624.jpg,1920,1080,Dead-end Polymer Insulator,1066,775,1325,841
762_DJI_0624.jpg,1920,1080,Polymer Arrester,709,211,801,285
762_DJI_0624.jpg,1920,1080,Polymer Arrester,1042,201,1129,276
762_DJI_0624.jpg,1920,1080,Polymer Arrester,731,527,809,596
762_DJI_0624.jpg,1920,1080,Polymer Arrester,1053,517,1141,593
762_DJI_0624.jpg,1920,1080,Polymer Arrester,1065,839,1149,908
762_DJI_0624.jpg,1920,1080,Polymer Arrester,726,836,819,912
606.jpg,1920,1080,Ceramic/Porcelain Insulator,649,324,1015,631
80.jpg,1920,1080,Ceramic/Porcelain Insulator,535,441,601,541
80.jpg,1920,1080,Ceramic/Porcelain Insulator,686,436,746,545
80.jpg,1920,1080,Ceramic/Porcelain Insulator,1162,423,1241,552
80.jpg,1920,1080,Polymer Arrester,999,531,1055,616
1128.jpg,1920,1080,Ceramic/Porcelain Insulator,407,1,591,82
1128.jpg,1920,1080,Polymer Arrester,536,463,628,629
695_DJI_0557.jpg,1920,1080,Dead-end Polymer Insulator,311,221,693,408
695_DJI_0557.jpg,1920,1080,Vertical Disconnect Switch,171,457,498,957
695_DJI_0557.jpg,1920,1080,Polymer Arrester,587,543,723,755
695_DJI_0557.jpg,1920,1080,Polymer Arrester,979,469,1105,653
695_DJI_0557.jpg,1920,1080,Polymer Arrester,1078,371,1226,577
204_DJI_0102 (2).jpg,1920,1080,Compression/Crimped Splice,1602,224,1920,428
204_DJI_0102 (2).jpg,1920,1080,Mushroom Insulator,697,1,970,177
601.jpg,1920,1080,Ceramic/Porcelain Insulator,1037,328,1382,644
356_DJI_0178 (2).jpg,1920,1080,Ceramic/Porcelain Insulator,939,628,1025,760
356_DJI_0178 (2).jpg,1920,1080,Ceramic/Porcelain Insulator,1070,569,1159,709
356_DJI_0178 (2).jpg,1920,1080,Ceramic/Porcelain Insulator,1283,461,1386,623
356_DJI_0178 (2).jpg,1920,1080,Ceramic/Porcelain Insulator,1463,380,1571,555
356_DJI_0178 (2).jpg,1920,1080,Ceramic/Porcelain Insulator,1145,1003,1314,1080
356_DJI_0178 (2).jpg,1920,1080,Compression/Crimped Splice,651,272,899,335
356_DJI_0178 (2).jpg,1920,1080,Compression/Crimped Splice,114,504,335,548
356_DJI_0178 (2).jpg,1920,1080,Compression/Crimped Splice,117,555,319,597
356_DJI_0178 (2).jpg,1920,1080,Jiffy Splice,713,461,969,501
356_DJI_0178 (2).jpg,1920,1080,Jiffy Splice,1561,485,1747,532
270.jpg,1920,1080,Ceramic/Porcelain Insulator,713,263,859,341
270.jpg,1920,1080,Polymer Arrester,1002,20,1150,111
270.jpg,1920,1080,Polymer Arrester,790,1,906,84
452.jpg,1920,1080,Dead-end Polymer Insulator,369,336,441,443
452.jpg,1920,1080,Dead-end Polymer Insulator,1083,313,1142,405
452.jpg,1920,1080,Dead-end Polymer Insulator,738,321,793,428
452.jpg,1920,1080,Polymer Arrester,439,356,487,421
452.jpg,1920,1080,Polymer Arrester,799,341,854,409
452.jpg,1920,1080,Polymer Arrester,1038,320,1091,397
452.jpg,1920,1080,Under-mounted Switch,481,353,559,457
452.jpg,1920,1080,Under-mounted Switch,970,339,1037,445
452.jpg,1920,1080,Under-mounted Switch,850,345,905,448
173.jpg,1920,1080,Dead-end Ceramic Insulator,855,137,1262,320
173.jpg,1920,1080,Dead-end Ceramic Insulator,1301,111,1689,191
173.jpg,1920,1080,Dead-end Ceramic Insulator,926,580,1233,785
173.jpg,1920,1080,Dead-end Ceramic Insulator,1394,804,1799,1068
173.jpg,1920,1080,Polymer Arrester,1233,669,1351,789
173.jpg,1920,1080,Polymer Arrester,1457,749,1602,915
406_DJI_0203 (2).jpg,1920,1080,Ceramic/Porcelain Insulator,145,409,314,687
406_DJI_0203 (2).jpg,1920,1080,Ceramic/Porcelain Insulator,535,472,674,717
406_DJI_0203 (2).jpg,1920,1080,Ceramic/Porcelain Insulator,933,532,1045,741
406_DJI_0203 (2).jpg,1920,1080,Ceramic/Porcelain Insulator,1137,563,1235,745
406_DJI_0203 (2).jpg,1920,1080,Jiffy Splice,1030,297,1427,420
406_DJI_0203 (2).jpg,1920,1080,Jiffy Splice,1,621,106,683
406_DJI_0203 (2).jpg,1920,1080,Compression/Crimped Splice,1,700,99,747
461.jpg,1920,1080,Dead-end Polymer Insulator,1446,439,1686,507
